/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/center_2020_06_22_09_58_51_197.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/left_2020_06_22_09_58_51_197.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/right_2020_06_22_09_58_51_197.jpg,0,0,0,2.701284E-06
/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/center_2020_06_22_09_58_51_276.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/left_2020_06_22_09_58_51_276.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/right_2020_06_22_09_58_51_276.jpg,0,0,0,2.732759E-07
/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/center_2020_06_22_09_58_51_344.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/left_2020_06_22_09_58_51_344.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/right_2020_06_22_09_58_51_344.jpg,0,0,0,1.314917E-06
/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/center_2020_06_22_09_58_51_421.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/left_2020_06_22_09_58_51_421.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/right_2020_06_22_09_58_51_421.jpg,0,0,0,2.109851E-06
/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/center_2020_06_22_09_58_51_498.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/left_2020_06_22_09_58_51_498.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/right_2020_06_22_09_58_51_498.jpg,0,0,0,2.773637E-06
/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/center_2020_06_22_09_58_51_577.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/left_2020_06_22_09_58_51_577.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/right_2020_06_22_09_58_51_577.jpg,0,0,0,3.703239E-06
/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/center_2020_06_22_09_58_51_655.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/left_2020_06_22_09_58_51_655.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/right_2020_06_22_09_58_51_655.jpg,0,0,0,4.500658E-06
/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/center_2020_06_22_09_58_51_735.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/left_2020_06_22_09_58_51_735.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/right_2020_06_22_09_58_51_735.jpg,0,0,0,5.431323E-06
/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/center_2020_06_22_09_58_51_802.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/left_2020_06_22_09_58_51_802.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/right_2020_06_22_09_58_51_802.jpg,0,0,0,3.567759E-06
/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/center_2020_06_22_09_58_51_888.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/left_2020_06_22_09_58_51_888.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/right_2020_06_22_09_58_51_888.jpg,0,0,0,4.365401E-06
/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/center_2020_06_22_09_58_51_973.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/left_2020_06_22_09_58_51_973.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/right_2020_06_22_09_58_51_973.jpg,0,0,0,2.161966E-07
/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/center_2020_06_22_09_58_52_049.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/left_2020_06_22_09_58_52_049.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/right_2020_06_22_09_58_52_049.jpg,0,0,0,2.695663E-06
/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/center_2020_06_22_09_58_52_130.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/left_2020_06_22_09_58_52_130.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/training_data/IMG/right_2020_06_22_09_58_52_130.jpg,0,0,0,1.644968E-06
